id;type;title;subtitle;author;publication_date;publisher_id;place;editor
912;book;Die bessere Hälfte. Jüdische Künstlerinnen bis 1938;\N;\N;2016-00-00;\N;Vienna;Winkelbauer, Andrea\; Fellner, Sabine
913;book;V. van Gogh-Ausstellung;\N;\N;1908-00-00;\N;\N;\N
914;book;Katalog der Neunzehnten Ausstellung der Berliner Secession. Zeichnende Künste;\N;\N;1909-00-00;8;Berlin;\N
915;book;Ausstellung Ungarischer Maler;\N;\N;1910-00-00;8;Berlin;\N
916;book;Hagenbund. Kollektivausstellung der Vereinigung Bildender Künstler Manes. Prag;\N;\N;1911-00-00;46;Prague;\N
917;book;Kollektion Ferdinand Hodler im Kölnischen Kunstverein;\N;\N;1911-00-00;\N;Cologne;\N
918;book;Norwegische Künstler;\N;\N;1912-00-00;17;\N;\N
919;book;XXXX. Ausstellung der Vereinigung bildender Künstler Österreichs Secession. Plakat-Ausstellung;\N;\N;1912-00-00;\N;Vienna;\N
920;book;Water Colour Paintings by Alfred W. Rich;\N;\N;1910-00-00;\N;\N;\N
921;book;XII. Ausstellung / Robet Delaunay / Julie Baum, Gedächtnisausstellung /Ardengo Soffici;\N;\N;1913-00-00;\N;\N;\N
922;book;Hagenbund XXI. Ausstellung;\N;\N;1906-00-00;17;Vienna;\N
923;book;Kunstausstellung. Wirtschaftsverband bildend. Künstler Österreichs;\N;\N;1915-00-00;\N;\N;\N
924;book;Paintings and Drawings by Maurice Asselin;\N;\N;1913-00-00;\N;\N;\N
925;book;Die Wiener Secession.;Die Vereinigung bildender Künstler Österreichs 1897-1985;\N;1986-00-00;\N;Vienna;Vereinigung bildender Künstler Wiener Secession
926;book;Exhibition of Drawings by Auguste Rodin;\N;\N;1910-00-00;\N;\N;\N
927;book;Die zweite Ausstellung der Redaktion. Der Blaue Reiter. Schwarz-Weiss;\N;\N;1912-00-00;10;Munich;\N
928;book;Ernst Ludwig Kirchner. Gedächtnis-Ausstellung;\N;Bolliger, Hans\; Rathke, Ewald;1960-00-00;\N;Dusseldorf;\N
929;book;Neue Kunst. Erste Gesamt-Ausstellung;\N;\N;1912-00-00;10;Munich;\N
930;book;Maleriudstilling af Thorvald Erichsen, Kristen Holbø, August Jacobsen, Erik Werenskiold, O. Wold-Torne;\N;\N;1910-00-00;\N;\N;\N
931;book;Die Futuristen [Wanderausstellung Der Sturm];\N;\N;1912-00-00;\N;\N;Walden, Herwarth
932;book;Der Sturm. Sechsunddreißigste Ausstellung. Graphische Werke;\N;\N;1915-00-00;\N;\N;\N
933;book;Probepublication - frontend;\N;\N;1905-00-00;\N;\N;\N
934;book;EXAMPLE EXHIBITION [Publication];\N;\N;1905-00-00;\N;Place of publication is only entered if a publisher or place of publlication listed in catalogue.;\N
935;book;Kandinsky. Kollektiv-Ausstellung. 1902-1912;\N;\N;1912-00-00;118;Munich;\N
936;book;Moderner Bund. [II. Ausstellung];\N;\N;1912-00-00;\N;\N;\N
937;book;Paintings by Spencer F. Gore and Harold Gilman;\N;\N;1913-00-00;\N;\N;\N
938;book;Water Colours by E. Carter Preston;\N;\N;1913-00-00;\N;\N;\N
939;book;Exhibition of Sketches in Oil by Alfred Maurer, of Paris and New York\; and Water-colors by John Marin of Paris and New York.;\N;\N;1909-00-00;\N;\N;\N
940;book;Oil Paintings and Studies by Henri Martin;\N;\N;1913-00-00;\N;\N;\N
941;book;Paintings and Drawings by C. J. Holmes;\N;\N;1913-00-00;\N;\N;\N
942;book;Paintings by Lucien Pissarro;\N;\N;1913-00-00;\N;\N;\N
943;book;Paintings and Drawings by F. H. S. Shepherd;\N;\N;1913-00-00;117;\N;\N
944;book;Studies and Etchings by Walter Sickert;\N;\N;1913-00-00;\N;\N;\N
945;book;Drawings of Japanese Life by Katie Blackmore;\N;\N;1913-00-00;\N;\N;\N
946;book;Catalogue of Paintings in Tempera by George Thomson;\N;\N;1913-00-00;117;\N;\N
947;book;Ausstellung Vincent van Gogh. 1853-1890;\N;\N;1912-00-00;\N;\N;\N
948;book;Liebermanns Gegner : die Neue Secession in Berlin und der Expressionismus;\N;Anke Daemgen;2011-00-00;\N;Köln;Stiftung Brandenburger Tor
949;book;Post-Impressionist and Futurist Exhibition;\N;\N;1913-00-00;\N;\N;\N
950;book;Cölner Secession;\N;\N;1913-00-00;\N;\N;\N
951;book;Neue Kunst. Katalog der II. Gesamtausstellung;\N;\N;1913-00-00;\N;\N;\N
952;book;Leipziger Jahresausstellung 1913;\N;\N;1913-00-00;119;\N;\N
953;book;V. Kollektiv-Ausstellung. Moderner Bund. Schweiz;\N;\N;1913-00-00;\N;\N;\N
954;book;Die klassische Malerei Frankreichs im 19. Jahrhundert;\N;\N;1912-00-00;\N;\N;\N
955;book;IX. Kollektiv-Ausstellung. Egon Schiele / Wien;\N;\N;1913-00-00;\N;\N;\N
956;book;Max Pechstein;\N;\N;1913-00-00;\N;\N;\N
957;book;Katalog der Eröffnungs-Ausstellung;\N;\N;1913-00-00;\N;\N;\N
958;book;Sonderausstellung der Belgischen Kunstvereinigung L'Art Contemporain;\N;\N;1914-00-00;1;\N;\N
959;book;Paul Baum, Walter Ophey. Rheinische Expressionisten;\N;\N;1914-00-00;\N;\N;\N
960;book;Exhibition of the Camden Town Group and Others;\N;\N;1913-00-00;\N;\N;\N
961;book;Internationale Ausstellung in der Kunsthalle Bremen;\N;\N;1914-00-00;55;\N;\N
962;book;Deutsche Kunstausstellung Bremen;\N;\N;1908-00-00;55;\N;\N
963;book;Porträt-Ausstellung (Werke zeitgenössischer Deutscher Maler);\N;\N;1912-00-00;120;\N;\N
964;book;Kunst unserer Zeit in Cölner Privatbesitz;Ausstellung des Cölnischen Kunstvereins aus Anlaß des fünfzigjährigen Jubiläums des Wallraf-Richartz-Museums in Cöln;\N;1911-00-00;\N;\N;\N
965;book;Kunstausstellung aus Essener Privatbesitz;\N;\N;1911-00-00;\N;\N;\N
966;book;Edvard Munch in seinen Ausstellungen zwischen 1892 und 1912;\N;Kneher, Jan;1994-00-00;\N;Worms;\N
967;book;Catalogue of WCDAR;\N;\N;1905-00-00;\N;\N;\N
968;book;Die Berliner Secession 1899-1937;Chronik, Kontext, Schicksal;Matelowski, Anke;2017-00-00;121;Wädenswil am Zürichsee;\N
969;book;The Goupil Gallery Salon;\N;\N;1913-00-00;\N;\N;\N
970;book;The London Salon of the Allied Artists' Association, Ltd.;Second Year;\N;1909-00-00;\N;London;\N
971;book;The London Salon of the Allied Artists' Association, Ltd. 1908. 1st year;\N;\N;1908-00-00;\N;\N;\N
972;book;Futuristen auf Europa-Tournee;Zur Vorgeschichte, Konzeption und Rezeption der Ausstellungen futuristischer Malerei (1911-1913);Weissweiler, Lili;2009-00-00;122;Bielefeld;\N
973;book;Umberto Boccioni;\N;Coen, Ester;1988-00-00;123;New York;\N
974;book;Umberto Boccioni;\N;Schneede, Uwe M.;1994-00-00;\N;\N;\N
975;book;Vereeniging Sint-Lucas. [21] Een en Twintigste Jaarlijksche Tentoonstelling;\N;\N;1911-00-00;\N;\N;\N
976;book;Exposition Henri-Matisse. Tableaux & Dessins;\N;\N;1910-00-00;\N;\N;\N
977;book;Société des Peintres du Paris Moderne. Quatrième Exposition;\N;\N;1907-00-00;\N;\N;\N
978;book;Tentoonstelling van Werken van James Ensor;\N;\N;1910-00-00;\N;\N;\N
979;book;Alcide le Beau;\N;\N;1906-00-00;\N;\N;\N
980;book;Exposition des Peintures et des Dessins d'Auguste Chabaud;\N;\N;1912-00-00;\N;\N;\N
981;book;Exposition Henri Rousseau;\N;\N;1912-00-00;\N;\N;\N
982;book;Water Colours and Paintings by Walter W. Russell;\N;\N;1913-00-00;\N;\N;\N
983;book;Vuillard. Œuvres récentes (Panneaux Décoratifs et Tableaux);\N;\N;1913-00-00;\N;\N;\N
984;book;Vereeniging "Sint Lucas". Tentoonstelling van Aquarellen, Teekeningen, Grafische Kunsten en Klein Beeldhouwwerk;\N;\N;1912-00-00;\N;\N;\N
985;book;Exhibition of Drawings by M. Auguste Rodin;\N;\N;1908-00-00;\N;\N;\N
986;book;Deutsche Kunstausstellung in der "Flora";Offizieller Katalog;\N;1906-00-00;\N;\N;\N
987;book;Vereeniging "Sint Lucas". Drie en Twintigste [23.] Jaarliksche Tentoonstelling;\N;\N;1914-00-00;\N;\N;\N
988;book;Les Peintres et les Sculpteurs Futuristes Italiens;\N;\N;1913-00-00;\N;\N;\N
989;book;Katalog öfver Retrospektiva Konstutställningen 1861-1911;Konstverk ur offentliga och enskilda samlingar i Göteborg;\N;1911-00-00;\N;\N;\N
990;book;Retrospektiva Konstutställningen 1861-1911;\N;\N;1911-00-00;\N;\N;\N
991;book;Doe Stil Voort. IIIe Jaarlijksche Tentoonstelling. IIIe Exposition Annuelle;\N;\N;1909-00-00;\N;\N;\N
992;book;Deutscher Künstlerbund. Grosse Ausstellung;\N;\N;1912-00-00;55;\N;\N
993;book;Exposició d'Art Cubista;\N;\N;1912-00-00;\N;\N;\N
994;book;Moderne Kunst Kring (Cercle de l'Art Moderne);Catalogue des Ouvrages de Peinture, Sculpture, Dessin, Gravure;\N;1913-00-00;\N;\N;\N
995;book;Tentoonstelling van Schilderijen;\N;\N;1913-00-00;\N;\N;\N
996;book;Catalogus der Tentoonstelling van Teekeningen door Vincent van Gogh;\N;\N;1914-00-00;\N;\N;\N
997;book;[Manet, Cezanne, Renoir, Toulouse-Lautrec, Rodin, Rousseau. Exhibition Announcement];\N;\N;1910-00-00;\N;\N;\N
998;book;Tentoonstelling van Schilderin en Teekeningen van Leo Gestel (Werk van 1906 tot 1913);\N;\N;1913-00-00;\N;\N;\N
999;book;Exposition de Sculptures de R. Duchamp-Villon;Dessins, Aquarelles d'Albert Gleizes. Gravures de Jacques Villon. Dessins de Jean Metzinger;\N;1914-00-00;\N;\N;\N
1000;book;Twentieth Century Art. A Review of Modern Movements;\N;\N;1914-00-00;\N;\N;\N
1001;book;Ausstellung von Werken von Edvard Munch in Kösen;\N;\N;1906-00-00;\N;\N;\N
1002;book;Ausstellung von Werken von Edvard Munch in Kösen;\N;\N;1906-00-00;\N;\N;\N
1003;book;Gemälde von Max Beckmann in Berlin;\N;\N;1912-00-00;\N;\N;\N
1004;book;III. Graphische Ausstellung des Deutschen Künstlerbundes;\N;\N;1910-00-00;\N;\N;\N
1005;book;Master Drawings from the Smith College Museum of Art;\N;Sievers, Anne H.\; Muehlig, Linda D.\; Rich, Nancy;2001-00-00;\N;\N;\N
1006;book;Vereeniging "Sint Lucas". Tentoonstelling van Aquarellen, Teekeningen, Grafisch en Beeldhouwwerk;\N;\N;1914-00-00;\N;\N;\N
1007;book;Tentoonstelling van Schilderijen;\N;\N;1914-00-00;\N;\N;\N
1008;book;Edvard Munch Complete Paintings;\N;Gerd Woll;2009-00-00;\N;\N;\N
1009;book;Geillustreerde Catalogus voor de 3de Internationale Jury-Vrije Tentoonstelling. Vereeniging van Beeldende Kunstnaars;\N;\N;1914-00-00;\N;\N;\N
1010;book;Offizieller Katalog der Grossen Kunstausstellung [Düsseldorf];des Vereins zur Veranstaltung von Kunstausstellungen e.V.;\N;1909-00-00;124;\N;\N
1011;book;Salon d'Automne. 6e Exposition;\N;\N;1908-00-00;\N;\N;\N
1012;book;Tentoonstelling van Teekeningen en Beeldhouwwerken vervaardigd door Leden der Maatschappij;\N;\N;1909-00-00;\N;\N;\N
1013;book;Offizieller Katalog der Kunst-Ausstellung;\N;\N;1907-00-00;\N;\N;\N
1014;misc;Flugbaltt des Kunst-Salons Fischer Bielefeld.;\N;\N;1907-04-00;\N;Bielefeld;\N
1015;book;Exhibition of Studies made in New York, by Francois Picabia, of Paris,;- the first one-man show of Picabia's in America;\N;1913-00-00;\N;New York;\N
1016;book;Der Blaue Reiter und das neue Bild.;Von der "Neuen Künstlervereinigung München" zum "Blauen Reiter";\N;1999-00-00;65;München et al.;Hoberg, Annegret\; Friedel, Helmut
1017;book;Katalog der fünften Kunstausstellung der Berliner Secession;\N;\N;1902-00-00;8;\N;\N
1018;book;Nordische Kunstausstellung im Kaiser Wilhem-Museum zu Krefeld;\N;\N;1902-00-00;\N;\N;\N
1019;book;Nordische Kunstausstellung im Kaiser Wilhelm-Museum zu Krefeld;\N;\N;1902-00-00;\N;Krefeld;\N
1020;book;XIX. Ausstellung der Vereinigung Bildender Künstler Österreichs Secession, Wien;\N;\N;1904-00-00;\N;\N;\N
1021;book;XIX. Ausstellung der Vereinigung bildender Künstler Österreichs Secession Wien;\N;\N;1904-00-00;\N;\N;\N
1022;book;Neue Künstlervereinigung München e.V., Turnus 1909-1910;\N;\N;1909-00-00;\N;\N;\N
1023;book;Neue Künstlervereinigung München E.V., Turnus 1910-1911. [II. Ausstellung];\N;\N;1910-00-00;\N;\N;\N
1024;book;Neue Künstlervereinigung München e.V., III. Ausstellung. Turnus 1911/12;\N;\N;1911-00-00;125;\N;\N
1025;book;Der Blaue Reiter. Die Erste Ausstellung der Redaktion;\N;\N;1911-00-00;10;\N;\N
1026;book;Der Sturm. Zentrum der Avantgarde;\N;\N;2012-00-00;\N;Wupperthal;Birthälmer, Antje\; Finck, Gerhard
1027;book;Ausstellung des Sonderbundes Westdeutscher Kunstfreunde und Künstler. Illustrierter Katalog;\N;\N;1910-00-00;124;\N;\N
1028;book;Prima Esposizione di pittura futurista;\N;\N;1914-00-00;\N;\N;\N
1029;book;Hodler-Ausstellung;\N;\N;1911-00-00;\N;\N;\N
1030;book;LIA Leipziger Jahresausstellung 1912. Für Aquarell, Pastell, Zeichnung und Kleinplastik;Illustrierter Katalog;\N;1912-00-00;\N;\N;\N
1031;book;Ausstellung Pablo Picasso;Februar 1913;\N;1913-00-00;\N;München;\N
1032;book;Vladimir Izdebsky. The Return Cycle.;\N;\N;2005-00-00;126;St. Petersburg;Petrova, Yevgenia
1033;book;Société Normande de Peinture Moderne Troisième exposition;\N;\N;1912-00-00;\N;\N;\N
1034;book;The London Salon of the Allied Artists' Association, Ltd.1910;Third Year. London: Royal Albert Hall;\N;1910-00-00;\N;\N;\N
1035;book;Le cercle de l'art moderne.;Collectionneurs d'avant-garde au Havre.;\N;2012-00-00;127;Paris;Haudiquet, Annette\; Lefebvre, Géraldine
1036;book;Rud. Von Alt Gedächtnisausstellung. XLII. Ausstellung der Vereinigung bildender Künstler Österreichs Secession;\N;\N;1912-00-00;\N;Vienna;\N
1037;book;Kollektiv-Ausstellung Edvard Munch;\N;\N;1912-00-00;\N;\N;\N
1038;book;Kollektiv-Ausstellung Edvard Munch;\N;\N;1912-00-00;\N;\N;\N
1039;book;Women Artists and the Parisian avant-garde;Modernism and "feminine" art, 1900 to the late 1920s;Perry, Gill;1995-00-00;128;Manchester;\N
1040;book;Künstlergruppen im östlichen und südlichen Europa seit 1900. Ein Handbuch.;\N;Wilhelmi, Christoph;2001-00-00;\N;Stuttgart;\N
1041;book;Berthe Weill 1865 - 1951;La petite galeriste des grands artistes;Le Morvan, Marianne;2011-00-00;129;\N;\N
1042;book;Artiste a Roma;nella prima metà del '900;Pancotto, Pier Paolo;2006-00-00;130;Rome;\N
1043;book;Eröffnungs-Ausstellung November 1909. Moderne Galerie München;\N;\N;1909-00-00;\N;\N;\N
1044;book;Ausstellung Auguste Renoir;41 Werke aus den Jahren 1873-1910;\N;1912-00-00;\N;\N;\N
1045;book;Esposizione di Pittura Futurista / Boccioni, Carrà, Russolo, Balla, Severini, Soffici;\N;\N;1914-00-00;\N;Rome;\N
1046;book;Im Lichte Monets;Österreichische Künstler und das Werk des großen Impressionisten;Bernadette Reinhold;2014-00-00;\N;München;Husslein-Arco, Agnes\; Koja, Stephan\; Belvedere Wien
1047;book;Esposizione Libera Futurista Internazionale / Pittori e Scultori / Italiani - Russi - Inglesi - Belgi - Nordamericani;\N;\N;1978-00-00;131;Florence;\N
1048;book;Masterarbeit - Die "Künstlervereinigung Sema". Eine Künstlergruppierung zwischen expressionistischer Kunstauffassung und den Mechanismen des Kunstmarktes;\N;Susanne M. I. Kaufmann;2008-00-00;\N;\N;\N
1049;book;1. Ausstellung der Künstlervereinigung Sema;\N;\N;1912-00-00;\N;\N;\N
1050;book;Terza esposizione Internazionale d'Arte della "Secessione";Catalogo Illustrato;\N;1915-00-00;\N;Rome;\N
1051;book;Prima Esposizione Pittura Futurista;\N;\N;1913-00-00;131;Rome;\N
1052;book;Seconda Esposizione Internazionale d'Arte "della Secessione" (Catalogo Illustrato);\N;\N;1914-00-00;\N;Rome;\N
1053;book;Slekten Gude i Norge;\N;Jansen, Ebba;1940-00-00;\N;Bergen;\N
1054;book;Impressionisten - Ausstellung;\N;\N;1909-00-00;\N;\N;\N
1055;book;Ausstellung Hugo von Habermann;42 Werke aus den Jahren 1873-1912;\N;1912-00-00;\N;\N;\N
1056;book;Arbeit;Kollektion Fritz Gärtner Mallinckrodt-München;\N;1912-00-00;\N;\N;\N
1057;book;Ausstellung Ferd. Hodler;Werke aus den Jahren 1876-1913;\N;1914-00-00;\N;\N;\N
1058;book;Kollektiv Ausstellung Tina Blau;\N;\N;1909-00-00;\N;\N;\N
1059;book;Exhibition of works by the Italian Futurist Painters;\N;\N;1912-00-00;\N;London;\N
1060;book;Catalogue of The Second Exhibition of Works by Members of the London Group;\N;\N;1915-00-00;\N;London;\N
1061;book;Catalogue of Third Exhibition of Works by Members of the London Group;\N;\N;1915-00-00;\N;\N;\N
1062;book;Exhibition of Paintings and Sculpture By Max Weber;\N;\N;1915-00-00;\N;\N;\N
1063;book;Catalogue of The First Exhibition of Works by Members of The London Group;\N;\N;1914-00-00;\N;\N;\N
1064;book;Rotterdamsche Kunstkring Tentoonstelling Alma, Le Fauconnier en Mondrian;\N;\N;1915-00-00;\N;\N;\N
1065;book;Exposition André Lhote;\N;\N;1914-00-00;\N;\N;\N
1066;book;Expressionistische Ausstellung / Die neue Malerei;\N;\N;1914-00-00;\N;\N;\N
1067;book;Kandinsky Kollektiv-Ausstellung;\N;\N;1914-00-00;\N;\N;\N
1068;book;Catalogue of Exhibition of Work by Modern Spanish Art;\N;\N;1914-00-00;\N;\N;\N
1069;book;Michele Gordigiani;\N;Borsellino, Gaspare;1994-00-00;\N;Torino;\N
1070;book;Les Indépendants Cercle d'Art. Salon annuel;\N;\N;1905-00-00;\N;\N;\N
1071;book;Exposition des Œuvres de M. Le Fauconnier et de M. Le Meilleur;\N;\N;1905-00-00;\N;\N;\N
1072;book;Kunstausstellung Wertheim;\N;\N;1906-00-00;\N;\N;\N
1073;book;Exposition Henri-Matisse;\N;\N;1906-00-00;\N;\N;\N
1074;book;Tentoonstelling;\N;\N;1906-00-00;\N;\N;\N
1075;book;Exhibition of Pictures & Sketches by Robert Brough A.R.S.A.;\N;\N;1907-00-00;\N;\N;\N
1076;book;Les Indépendants Cercle d'Art / VIe Salon annuel;\N;\N;1909-00-00;\N;\N;\N
1077;book;Exposition Maurice Denis;\N;\N;1907-00-00;\N;\N;\N
1078;book;Exposition Sickert;\N;\N;1907-00-00;\N;\N;\N
1079;book;Exposition Paul Signac;\N;\N;1907-00-00;\N;\N;\N
1080;book;Exposition de Cent Vingt Tableautins, Peintures, Aquarelles, Pastels et Dessins;par Daumier, Manet, Jongkind, Boudin, [...] Etc., Etc.;\N;1907-00-00;\N;\N;\N
1081;book;Erste Ausstellung der Freien Secession Berlin;\N;\N;1914-00-00;9;\N;\N
1082;book;Dal salotto agli ateliers: produzione artistica femminile a Milano, 1880-1920;\N;Scotti Tosini, Aurora\; Fiorio, Maria Teresa\; Rebora, Sergio;1989-00-00;132;Rome;\N
1083;book;Öfver Målningar och Grafisk Konst af Edvard Munch;\N;\N;1913-00-00;\N;\N;\N
1084;book;Exposition Othon Friesz;\N;\N;1907-00-00;\N;\N;\N
1085;book;Toulouse-Lautrec (1864-1901);\N;\N;1908-00-00;\N;\N;\N
1086;book;Exposition Vuillard;\N;\N;1908-00-00;\N;\N;\N
1087;book;VI. Serie;Vincent Van Gogh\; Cuno Amiet\; Hans Emmenegger\; Giovanni Giacometti;\N;1908-00-00;\N;\N;\N
1088;book;VIII. Serie Französische Impressionisten;\N;\N;1908-00-00;\N;\N;\N
1089;book;IX. Serie;\N;\N;1909-00-00;\N;\N;\N
1090;book;Catalogue des Œuvres Exposées;\N;\N;1908-00-00;\N;\N;\N
1091;book;Ausstellung Philipp Helmer;\N;\N;1915-00-00;\N;\N;\N
1092;book;Edvard Munch Udstilling;\N;\N;1914-00-00;\N;\N;\N
1093;book;Exposition de Peintures d'Albert Marquet;\N;\N;1913-00-00;\N;\N;\N
1094;book;Exposition de quelques œuvres;\N;\N;1913-00-00;\N;\N;\N
1095;book;Edvard Munch Kunstnerforeningen;\N;\N;1913-00-00;\N;\N;\N
1096;book;Gemeentelijke Tentoonstelling van Kunstwerken van Levende Meesters;\N;\N;1913-00-00;\N;\N;\N
1097;book;Edvard Munch. Ausstellung von Originalradierungen, Lithographien, Holzschnitten;\N;\N;1913-00-00;\N;\N;\N
1098;book;Edvard Munch Udstilling;\N;\N;1910-00-00;\N;\N;\N
1099;book;Edvard Munch Udstilling;\N;\N;1911-00-00;\N;\N;\N
1100;book;Exposition de Peintures de Othon Friesz;\N;\N;1910-00-00;\N;\N;\N
1101;book;Exhibition of Paintings and Drawings by Max Weber;\N;\N;1909-00-00;\N;\N;\N
1102;book;Natures Mortes et Fleurs (Peintures);par Breal, Cézanne, Deltombe, Dufrenoy, Flandrin, Guillaumin, Lacoste, Laprade, Manguin, Matisse (M.), Marquet, Morisset, Ottmann, Puy (J.), Renoir, Sisley, Vangogh, Vuillard…etc.;\N;1909-00-00;\N;\N;\N
1103;book;Neue Secession Berlin I. Graphische Ausstellung;Ausstellung von Werken der Zeichnenden Künste;\N;1910-00-00;\N;\N;\N
1104;book;Mostra nazionale di Belle Arti: catalogo illustrato / a cura del Comitato esecutivo;\N;\N;1906-00-00;\N;Milan;\N
1105;book;Der Sturm. Zwanzigste Ausstellung. Albert Bloch;\N;\N;1913-00-00;\N;\N;\N
1106;book;Neue Secession / VI. Ausstellung;\N;\N;1914-00-00;133;\N;\N
1107;book;20. Jaarlijksche Tentoonstelling van Kunstwerken der Vereeniging St. Lucas;\N;\N;1910-00-00;\N;\N;\N
1108;book;VI. Kollektiv-Ausstellung / Amiet und Giacometti;\N;\N;1913-00-00;\N;Munich;\N
1109;book;Claude Monet "Venise";\N;\N;1912-00-00;\N;\N;\N
1110;book;Exposition de Quelques Indépendants Anglais;\N;\N;1912-00-00;\N;\N;\N
1111;book;Prima Mostra italiana dell'Impressionismo, opere di Paul Cézanne, Edgar Degas, Jean-Louis Forain, Paul Gauguin, Henri Matisse, Claude Monet, Camille Pissarro, Pierre-Auguste Renoir, Medardo Rosso, Henri Toulouse-Lautrec, Vincent Van Gogh;\N;\N;1910-00-00;\N;\N;\N
1112;book;Französische Impressionisten;\N;\N;1911-00-00;\N;\N;\N
1113;book;Les Indépendants Cercle d'Art / IX. Salon annuel;\N;\N;1912-00-00;\N;\N;\N
1114;book;Catalogo illustrato della esposizione annuale d'arte della Famiglia Artistica;\N;\N;1909-00-00;\N;Milan;\N
1115;book;Prima Esposizione d'Arte del Gruppo Nuove Tendenze;\N;\N;1914-00-00;\N;\N;\N
1116;book;Recent Paintings by Walt Kuhn;\N;\N;1911-00-00;\N;\N;\N
1117;book;Keuze=Tentoonstelling van Kunstwerken van levende Hollandsche Meesters;\N;\N;1912-00-00;\N;\N;\N
1118;book;Tentoonstelling van Schilderijn en Teekeningen van Walchersche Schilders;\N;\N;1911-00-00;\N;\N;\N
1119;book;Munchs Konkurranceutkast tic Universitetes Festsal;\N;\N;1911-00-00;\N;\N;\N
1120;book;VI. Esposizione d'Arte della Città di Venezia;Catalogo Illustrato;\N;1905-00-00;\N;\N;\N
1121;book;XXX. Ausstellung der Vereinigung Bildender Künstler Österreichs Secession Wien;\N;\N;1908-00-00;\N;\N;\N
1122;book;Catalogue of the Tenth Annual Exhibition at the Carnegie Institute;November 2nd, 1905 to January 1st, 1906;\N;1905-00-00;\N;\N;\N
1123;book;Ausstellung des Verbandes der Kunstfreunde in den Ländern am Rhein;\N;\N;1911-00-00;\N;\N;\N
1124;book;Exposition des Œuvres de Carpeaux et de Ricard;\N;\N;1912-00-00;\N;\N;\N
1125;book;Katalog der Internationale Kunstausstellung. Zweite Ausgabe;\N;\N;1907-00-00;\N;\N;\N
1126;book;Edvard Munch / Gustav Schiefler, Briefwechsel. 1902-1914;\N;Eggum, Arne;1987-00-00;\N;Hamburg;\N
1127;book;Woodcut Prints [Mokuhanga tenrankai mokuroku];\N;\N;1914-00-00;\N;\N;\N
1128;book;Exhibition of Contemporary Scandinavian Art;\N;\N;1912-00-00;\N;\N;Redfield Brothers, Inc. New York
1129;book;Звено;\N;\N;1908-00-00;\N;\N;\N
1130;book;Выставка картин группы "Венок-Стефанос";\N;\N;1909-00-00;\N;\N;\N
1131;book;Выставка картин группы "Венок-Стефанос";\N;\N;1909-00-00;\N;\N;\N
1132;book;Vistavka kartin gruppy "Venok-Stefanos";\N;\N;1909-00-00;\N;\N;\N
1133;book;Союз Молодежи;\N;\N;1910-00-00;\N;\N;\N
1134;book;Последняя футуристическая выставка картин 0,10 (Ноль-десять);\N;\N;1915-00-00;\N;\N;\N
1135;book;Auf der Suche nach 0,10;Die letzte futuristische Ausstellung der Malerei;\N;2015-00-00;\N;Ostfildern;Drutt, Matthew\; Strigalev, Anatolij\; Strigalev, Anatolij Anatolʹevič\; Szech, Anna\; Tsantsanoglou, Maria\; Tsantsanoglu, Maria\; Keller, Sam
1136;book;Union Internationale des Beaux-Arts et des Lettres. Deuxième Congrès. Le musée du Peuple;\N;\N;1907-00-00;\N;\N;\N
1137;book;Union Internationale des Beaux-Arts et des Lettres. Deuxième Congrès. Le musée du Peuple;\N;\N;1907-00-00;\N;\N;\N
1138;book;Prima Esposizione Internazionale d'Arte della "Secessione";\N;\N;1913-00-00;\N;Rome;\N
1139;book;Deutsch-Nationale Kunst-Ausstellung;\N;\N;1907-00-00;\N;\N;\N
1140;book;X. Esposizione d'Arte della Città di Venezia;\N;\N;1912-00-00;\N;Venezia;\N
1141;book;Выставка Картин Союза Русских Художников;\N;\N;1907-00-00;\N;\N;\N
1142;book;Выставка "Импрессионистов".;\N;\N;1909-00-00;134;\N;\N
1143;book;Салон 2. Международная Художественная Выставка;\N;\N;1911-00-00;135;\N;\N
1144;book;Современная живопись;\N;\N;1912-00-00;136;\N;\N
1145;book;Выставка Графических Искусств;\N;\N;1913-00-00;84;\N;\N
1146;book;Мир Искусства. Выставка картин;\N;\N;1913-00-00;84;\N;\N
1147;book;2-я Выставка Картин "Современная Живопись" и Коллекции Гемм;\N;\N;1914-00-00;137;\N;\N
1148;book;Выставка картин Натальи Сергеевны Гончаровой;\N;\N;1914-00-00;\N;\N;\N
1149;book;Салон. Интернациональная выставка картин, скульптуры, гравюры и рисунков;\N;\N;1909-00-00;\N;\N;\N
1150;book;Салон. Интернациональная выставка картин, скульптуры, гравюры и графики;\N;\N;1910-00-00;\N;\N;\N
1151;book;Exhibition of Paintings of Contemporary French Artists;\N;\N;1905-00-00;\N;\N;\N
1152;book;Exhibition of Paintings of Contemporary French Artists;\N;\N;1905-00-00;\N;\N;\N
1153;book;XI. Esposizione d'Arte della Città di Venezia - Catalogo;\N;\N;1914-00-00;\N;\N;\N
1154;book;Catalogue of the Eighteenth Annual Exhibition at the Carnegie Institute;April 30th through June 30th, 1914;\N;1914-00-00;\N;\N;\N
1155;book;Catalogue of the Eleventh Annual Exhibition at the Carnegie Institute;April 11th through June 13th, 1907;\N;1907-00-00;\N;\N;\N
1156;book;Catalogue of the Twelfth Annual Exhibition at the Carnegie Institute;April 30th to June 30th, 1908;\N;1908-00-00;\N;\N;\N
