id;catalogueId;type;title;technique;measurements;creatordate;displaydate;style
290;S-40;3;Composition suprématiste;Oil on canvas;50 x 50 cm;1915;\N;50
291;S-42;3;Composition suprématiste;Oil on canvas;80 x 85 cm;1915;\N;50
292;S-45;3;Composition suprématiste;Oil on canvas;57.5 x 48.5 cm;1915;\N;50
293;S-48;3;Avion en vol;Oil on canvas;57.3 x 48.3 cm;1915;\N;50
294;S-52;3;Automobile et dame;Oil on canvas;48 x 57 cm\
approximate measurements;1915;\N;50
295;S-56;3;Suprématisme dix-huitième construction;Oil on canvas;53 x 53 cm;1915;\N;50
296;S-58;3;Dame;Oil on canvas;87.5 x 72 cm;1915;\N;49
297;S-60;3;Composition suprématiste;Oil on canvas;70 x 60 cm;1915;\N;50
298;S-77;3;Composition suprématiste;Oil on canvas;or 50/55 x 50/55 cm (approximate measurements);1915;\N;50
299;S-82;3;Composition suprématiste;Oil on canvas;101.5 x 62 cm;1915;\N;50
300;S-104;3;Promenade en barque;Oil on canvas;measurements unknown;1915;\N;50
301;S-116;3;Quadrilatère;Oil on canvas;79.9 x 79.5 cm;1915;\N;50
302;S-126;3;Réalisme pictural d'une paysanne en deux dimensions;Oil on canvas;40.2 x 30.1 cm;1915;\N;50
303;S-131;3;Masses picturales en deux dimensions en état de quiétude;Oil on canvas;30/35 x 30/35 cm (approximate measurements);1915;\N;50
304;S-135;3;Troisième état du carré;Oil on canvas;35 x 50 cm\
or 40x50 cm (approximate measurements);1915;\N;50
305;S-139;3;Réalisme pictural d'un garçon avec sac à dos;Oil on canvas;71.1 x 44.4 cm;1915;\N;50
306;S-146;3;Quadrilatère en projection dynamique;Oil on canvas;70 x 70 cm\
approximate measurements;1915;\N;50
307;S-153;3;Plan non objectif en projection dynamique;Oil on canvas;55/60 x 55/60 cm (approximate measurements);1915;\N;50
308;S-156;3;Plan non objectif en projection;Oil on canvas;60 x 60 cm\
approximate measurements;1915;\N;50
309;S-159;3;Composition suprématiste avec plan en projection;Oil on canvas;57 x 57 cm;1915;\N;50
310;S-172;3;Division quadripartite du plan;Oil on canvas;50 x 50 cm;1915;\N;50
311;S-184;3;Plan en extension;Oil on canvas;80 x 80 cm;1915;\N;50
312;S-195;3;Plan en rotation;Oil on canvas;79 x 79 cm;1915;\N;50
313;S-206;3;Deux plans suprématistes en rapport orthogonal;Oil on canvas;80 x 80 cm;1915;\N;50
314;S-216;3;Composition suprématiste;Oil on canvas;43.2 x 30.8 cm;1915;\N;50
315;S-661;3;Composition suprématiste avec volume non objectif;Oil on canvas;80 x 80 cm\
approximate measurements;1915;\N;50
316;A145;1;Passie Bloem;Watercolour on paper;72.5 x 47.5 cm;\N;c. 1901 (later?);46
317;A205;1;Avond aan de Weesperzijde;Crayon, watercolour and gouache on paper;55 x 66 cm;\N;\N;46
318;A532;3;Dredge II;Oil on cardboard mounted on panel;63.5 x 75.5 cm;1907;\N;46
319;A536;1;Amstel, Café 't Vissertje II;Watercolour on paper;66 x 115 cm;\N;\N;46
320;A550;3;Sheepfold with Tree at Right;Oil on cardboard;63 x 75 cm;\N;c. 1907;47
321;A561;3;Avond (Evening)\; Haystacks in a Field;Oil on canvas;82 x 193 cm;1908;\N;46
322;A569;3;De Rode Wolk;Oil on cardboard;64 x 75 cm;\N;c. 1907;48
323;A593;3;Bosch (Woods)\; Woods near Oele;Oil on canvas;128 x 158 cm;1908;\N;47
324;A596;3;Dying Sunflower I;Oil on cardboard;63 x 31 cm;1908;\N;47
325;A597;3;Dying Sunflower II;Oil on cardboard;65 x 34 cm;1908;\N;47
326;A598;1;Dying Sunflower, Watercolor;Watercolour on paper;95.2 x 36.8 cm;1908;\N;47
327;A599;1;Upright Sunflower;Watercolour, charcoal and pastel on cardboard;94.2 x 38.5 cm;1908;\N;47
328;A601;3;Bloem (Flower): Dying Chrysanthemum;Oil on canvas;84.5 x 54 cm;1908;\N;47
329;A603;2;Chrysanthemum with Red Curtain;Gouache on paper;94 x 37 cm;1908;\N;46
330;A608;20;Three Flower Blossoms, One a Chrysanthemum;Charcoal on paper;35.5 x 24 cm;\N;c. 1909;47
331;A618;3;Rhododendrons;Oil on canvas;measurements unknown;\N;\N;\N
332;A619;20;Lelie (Lily): Golden-banded Lily;Charcoal, wash and crayon on paper;35 x 44 cm;1909;\N;46
333;A620;20;Lelie (Lily): Golden-Banded Lily;Ink and watercolour on paper;39 x 44 cm;\N;\N;47
334;A621;3;Aäronskelken;Oil on canvas;50 x 33.5 cm;\N;\N;48
335;A623;3;Aäronskelk;Oil on canvas;46 x 32 cm;\N;\N;47
336;A626;1;Amarilles;Watercolour on paper;39 x 49 cm;1910;\N;47
337;A642;3;Devotie;Oil on canvas;94 x 61 cm;1908;\N;47
338;A647;3;Evolutie;Oil on canvas;Middle panel 183 x 87.5 cm\
Side panels 178 x 85 cm;\N;c. 1911;47
339;A651;3;Lentezon (Spring Sun): Castle Ruin: Brederode;Oil on canvas;62.2 x 72.3 cm;\N;\N;47
340;A654;3;Mill in Sunlight: The Winkel Mill;Oil on canvas;114 x 87 cm;1908;\N;47
341;A655;3;Haystacks I;Oil (on cardboard ?);30.5 x 43.2 cm\
exact measurements unknown;1908;\N;47
342;A656;3;Haystacks II;Oil on canvas mounted on cardboard;34.5 x 43.2 cm;1908;\N;47
343;A657;3;Haystacks III;Oil on canvas;34.2 x 44 cm;1908;\N;47
344;A660;3;Five Tree Silhouettes along the Geim with Moon;Oil on canvas;79 x 92.5 cm;\N;\N;47
345;A671;3;Avond (Evening): The Red Tree;Oil on canvas;70 x 99 cm;\N;\N;47
346;A675;3;Zeeuws(ch)e Boer;Oil on canvas;69 x 53 cm;\N;\N;47
347;A676;3;Zeeuws(ch)e Meisje;Oil on canvas;63 x 48 cm;\N;\N;47
348;A679;3;Huisje bij Zon;Oil on canvas;52.5 x 68 cm;\N;\N;47
349;A683;3;Lighthouse at Westkapelle in Brown;Oil on canvas;45 x 35.5 cm;1909;\N;47
350;A684;3;Lighthouse at Westkapelle in Pink;Oil on cardboard;39 x 29.5 cm;1909;\N;47
351;A687;3;Lighthouse at Westkapelle in Orange, Pink, Purple and Blue;Oil on canvas;135 x 75 cm;c.1910;\N;47
352;A689;3;Zon, Kerk in Zeeland;Oil on canvas;90.7 x 62.2 cm;\N;\N;47
353;A691;3;Zeeuws(ch)e Kerktoren;Oil on canvas;114 x 75 cm;1911;\N;47
354;A692;3;Molen;Oil on canvas;150 x 86 cm;1911;\N;47
355;A708;3;Zomer, Duin in Zeeland;Oil on canvas;134 x 195 cm;1910;\N;47
356;A709;3;Duinen bij Domburg;Oil on canvas;65.5 x 96 cm;\N;c. 1910;47
357;A710;20;Duinen bij Domburg;Charcoal on paper;45.7 x 68.5 cm;\N;\N;47
358;UA29;24;Avond;\N;\N;1908;\N;45
359;UA30;24;Boerderij;\N;\N;1908;\N;45
360;UA31;24;Buiten;\N;\N;1908;\N;45
361;UA32;24;Schets;\N;\N;1908;\N;45
362;UA33;24;Chrysanthen in Pot;\N;\N;1909;\N;45
363;UA34;24;Avond;\N;\N;1909;\N;45
364;UA35;24;Chrysanth;\N;\N;1909;\N;45
365;UA36;24;Zonnepit;\N;\N;1909;\N;45
366;UA37;24;Zomerdag - Journée d'Été;\N;\N;1909;\N;45
367;UA38;24;Meisjeskop;\N;\N;1910;\N;45
368;UA39;24;Bloemen;\N;\N;1911;\N;45
369;UA40;24;Voorjaar;\N;\N;1912;\N;45
370;UA41;24;Kerk;\N;\N;1912;\N;45
371;UA42;24;Teekening;\N;\N;1912;\N;45
372;UA43;24;Bloemen;\N;\N;1912;\N;45
373;UA44;24;Maanavond;\N;\N;1915;\N;45
374;B1;3;Duinlandschap;Oil on canvas;141 x 239 cm;1911;\N;47
375;U2;24;Dans le Jardin / In den Tuin;\N;\N;1912;\N;45
376;U3;24;Dans la Forêt;\N;\N;1912;\N;45
377;U4;24;La Fruitière;\N;\N;1912;\N;45
378;B16;3;Paysage;Oil on canvas;63 x 78 cm;1912;\N;48
379;B17;3;The Sea;Oil on canvas;82.5 x 92 cm;1912;\N;49
380;U5;24;Marine (esquisse);\N;\N;1912;\N;45
381;U6;24;Sur les dunes (esquisse);\N;\N;1912;\N;45
382;U7;24;Arbres (esquisse);\N;\N;1912;\N;45
383;U8;24;Arbres;\N;\N;1912;\N;45
384;B18;3;Still Life with Gingerpot;Oil on canvas;91.5 x 120 cm;1912;\N;48
385;B19;3;Bloeiende Appelboom;Oil on canvas;78.5 x 107.5 cm;1912;\N;49
386;B20;3;Bloeiende Bomen;Oil on canvas;60 x 85 cm;1912;\N;49
387;B21;3;The Trees;Oil on canvas;94 x 69.8 cm;1912;\N;49
388;B25;3;Composition No. X;Oil on canvas;65.5 x 75.5 cm;\N;\N;49
389;B26;3;Composition No. XVI / Compositie I;Oil on canvas;85.8 x 75 cm;\N;\N;49
390;U9;24;Arbre;\N;\N;1913;\N;45
391;U10;24;Arbre en fleurs;\N;\N;1913;\N;45
392;U11;24;Femme;\N;\N;1913;\N;45
393;B27;3;Tableau No. 4 / Composition No. VIII / Compositie 3;Oil on canvas;95 x 80 cm;1913;\N;49
394;B28;3;Composition No. XIII / Compositie 2;Oil on canvas;79.5 x 63.5 cm;1913;\N;49
395;B30;3;The Tree A;Oil on canvas;100.2 x 67.2 cm;1913;\N;49
396;B31;3;Composition No. XI;Oil on canvas;76 x 57.5 cm;1913;\N;49
397;B33;3;Tableau No. 3: Composition in Oval;Oil on canvas;94 x 78 cm;1913;\N;50
398;B35;3;Tableau No. 2 / Composition No. VII;Oil on canvas;104.4 x 113.6 cm;1913;\N;49
399;B36;3;Gemälde No. II / Composition No. IX / Compositie 5;Oil on canvas;85.7 x 75.5 cm;1913;\N;49
400;B37;3;Tableau No. 1;Oil on canvas;96 x 64 cm;1913;\N;50
401;B38;3;Gemälde No. I / Composition No. XIV;Oil on canvas;94 x 65 cm;1913;\N;49
402;B39;3;Gemälde No. II / Composition No. XV / Compositie 4;Oil on canvas;61.5 x 76.5 cm;1913;\N;49
403;B40;3;Gemälde No. I / Composition No. XII;Oil on canvas;64 x 94 cm;1913;\N;50
404;B42;3;Composition No. II;Oil on canvas;88 x 115 cm;1913;\N;49
405;B44;3;Tableau No. I / Composition No. I / Compositie 7;Oil on canvas;120.6 x 101.3 cm;1914;\N;50
406;B45;3;Tableau No. 2 / Composition No. V;Oil on canvas;54.8 x 85.3 cm;1914;\N;50
407;B46;3;Composition No. IV / Compositie 6;Oil on canvas;88 x 61 cm;1914;\N;50
408;B47;3;Composition No. III / Compositie 8;Oil on canvas;94.4 x 55.5 cm;1914;\N;50
409;B50;3;Composition No. VI / Compositie 9;Oil on canvas;95.2 x 67.6 cm;1914;\N;49
410;B51;3;Composition with Color Planes: Façade;Oil on canvas;91.5 x 65 cm;1914;\N;49
411;U12;3;Compositie XI (Teekening) in Zwart Wit;\N;\N;1915;\N;45
412;B79;3;Compositie 10 in Zwart Wit;Oil on canvas;85 x 108 cm;1915;\N;50
413;5;3;Le jardin de ma mère;Oil on canvas;46 x 38 cm;1905;\N;14
414;17;3;Le compotier sur la table;Oil on canvas;83.8 x 98.7 cm;1909;\N;39
415;20;3;Nus dans la forêt;Oil on canvas;120 x 170 cm;\N;\N;39
416;21;3;Fumeurs;Oil on canvas;130 x 97 cm;1911;\N;39
417;23;3;La Noce;Oil on canvas;257 x 206 cm;\N;\N;39
418;24;3;Trois figures ou Étude pour trois portraits;Oil on canvas;195 x 114 cm;1911;\N;39
419;36;3;Le passage à niveau;Oil on canvas;92 x 73 cm;1912;\N;39
420;39;3;La femme en bleu;Oil on canvas;193 x 130 cm;1912;\N;7
421;40;3;Modèle nu dans l'atelier;Oil on canvas;127.8 x 95.7 cm;\N;\N;7
422;51;3;Les vieux moulins de Moret;Oil on canvas;46.3 x 55.2 cm;1902;\N;46
423;122;3;Pêcheurs à la ligne;Oil on canvas;54 x 65 cm;1904;\N;46
424;129;3;Effet du matin, le brouillard, Moret;Oil on canvas;60 x 73 cm;1904;\N;46
425;130;3;Église de Moret;Oil on canvas;54 x 65 cm;1904;\N;46
426;131;3;Église de Moret, effet de soleil matinal en décembre;Oil on canvas;measurements unknown;1904;\N;46
427;141;3;Meules en contre-jour, Moret;Oil on canvas;60.3 x 74 cm;1904;\N;46
428;143;3;Bords du Loing, Moret;Oil on canvas;54 x 65 cm;1904;\N;46
429;158;3;Untitled;Oil on canvas;74 x 93 cm;1904;\N;46
430;160;3;Rue aux Martigues, effet de soleil;Oil on canvas;measurements unknown;\N;\N;46
431;164;20;La porte de Moret-sur-Loing;Pencil on paper;31 x 22.5 cm;1904;\N;46
432;166;3;Les vieux saules à Moret;Oil on canvas;60 x 73 cm;1905;\N;46
433;170;3;Bords du Loing, Moret, soleil de juillet;Oil on canvas;measurements unknown;\N;\N;46
434;172;3;Effet d'automne au bord du Loing, Saint-Mammès;Oil on cardboard;61 x 46 cm;1905;\N;46
435;174;3;Effet du matin en hiver, bords de l'Yonne;Oil on canvas;38.5 x 55 cm;1905;\N;46
436;180;3;Bords de la Loire, effet de soleil;Oil on canvas;measurements unknown;\N;\N;46
437;184;3;Effet de soleil sur les bords du Loing, Moret;Oil on canvas;33.5 x 46 cm;1905;\N;46
438;185;3;Bords du Loing, temps gris;Oil on canvas;47 x 62 cm;1905;\N;46
439;188;3;Les peupliers, soleil du matin, Moret;Oil on canvas;55 x 65.5 cm;1905;\N;46
440;190;3;La laveuse, effet d'automne;Oil on canvas;measurements unknown;\N;\N;46
441;195;3;Le pont du chemin de fer à Moret;Oil on canvas;81 x 100 cm;1905;\N;46
442;201;3;Effet de soleil dur les bords du Loing, Moret;Oil on canvas;73 x 92 cm;1905;\N;46
443;206;3;Lever du soleil dans la brume, Montigny;Oil on canvas;73 x 92 cm;1905;\N;46
444;207;20;Bords du Loing à Montigny, effet de brouillard;Color mixed intaglio on paper;64.5 x 82 cm;\N;\N;46
445;210;3;L'église de Ouistreham, effet de soleil, Calvados;Oil on canvas;64 x 91 cm;1905;\N;46
446;212;3;Untitled;Oil on canvas;59 x 72 cm\
(frame window);1905;\N;46
447;213;3;Le Peuplier, effet de soleil, septembre, Montigny;Oil on canvas;92 x 73.5 cm;1905;\N;46
448;214;3;Effet de soleil sur les bords de l'étang de Berre;Oil on canvas;73 x 92 cm;1905;\N;46
449;215;3;Les barques aux Martigues;Oil on canvas;27.5 x 41 cm;1905;\N;46
450;216;3;Coucher de soleil, Port-de-Bouc;Oil on canvas;65 x 92 cm;1905;\N;46
451;218;3;Les Oliviers, effet de soleil, Martigues;Oil on canvas;73 x 92 cm;1905;\N;46
452;220;3;Les pins, effet de soleil sur l'étang de Berre;Oil on canvas;74 x 93 cm;1905;\N;46
453;234;3;Untitled;Oil on canvas;38 x 47 cm;\N;\N;46
454;237;20;Untitled;Charcoal on paper;26 x 31 cm;1906;\N;46
455;238;3;Bords du Loing, effet de brouillard le matin, Montigny;Oil on canvas;73.7 x 52.7 cm;1906;\N;46
456;240;3;Effet de brouillard, Montigny;Oil on canvas;measurements unknown;1906;\N;46
457;242;3;Canal de Saint-Mammès;Oil on canvas;measurements unknown;1906;\N;46
458;244;3;Effet de soleil à Poissy;Oil on canvas;33 x 41 cm;\N;\N;46
459;245;3;Ruines de Passy-les-Tours, effet de soleil;Oil on canvas;measurements unknown;1906;\N;46
460;247;3;Passy-les-Tours, effet de nuit;Oil on canvas;72 x 92 cm;1906;\N;46
461;250;3;Les châtaigniers, effet de soleil, Munot, Nièvre;Oil on canvas;81 x 100 cm;1906;\N;46
462;253;3;Église de Villeneuve-sur-Yonne, le soir;Oil on canvas;100 x 81 cm;1906;\N;46
463;255;3;Pont de Villeneuve-sur-Yonne, effet de soleil;Oil on canvas;73 x 92 cm;1906;\N;46
464;258;3;Premières feuilles, effet de soleil, Villeneuve-sur-Yonne;Oil on canvas;73 x 92 cm;1906;\N;46
465;261;3;Le peuplier, effet de soleil, Villeneuve-sur-Yonne;Oil on canvas;60 x 73 cm;1906;\N;46
466;262;3;Les arbres en fleurs à Villeneuve-sur-Yonne;Oil on canvas;measurements unknown;1906;\N;46
467;263;3;Effet d'automne, Villeneuve-sur-Yonne;Oil on canvas;measurements unknown;1906;\N;46
468;267;3;La laveuse, Villeneuve-sur-Yonne;Oil on canvas;measurements unknown;1906;\N;46
469;270;3;Les Meules, le soir, contre-jour, Villeneuve-sur-Yonne;Oil on canvas;measurements unknown;1906;\N;46
470;272;3;Les deux peupliers, effet de soleil, bords de l'Yonne;Oil on canvas;55 x 65 cm;1906;\N;46
471;273;3;Effet de soleil sur les bords de l'Yonne le matin;Oil on canvas;53.8 x 64.6 cm;1906;\N;46
472;274;3;Laveuse sur les bords de l'Yonne, le matin;Oil on canvas;46.5 x 55 cm;1906;\N;46
473;275;3;Bords de l'Yonne, effet de soleil;Oil on canvas;65 x 92 cm;1906;\N;46
474;279;3;Soleil du matin, bords de l'Yonne;Oil on canvas;measurements unknown;1906;\N;46
475;281;3;À l'approche de l'automne, Villeneuve-sur-Yonne;Oil on canvas;60.5 x 73 cm;1906;\N;46
476;290;3;Oliviers, effet de soleil aux Martigues;Oil on canvas;measurements unknown;1906;\N;46
477;298;3;Port de mer dans le Midi, effet de soleil;Oil on canvas;192 x 270 cm;1907;\N;46
478;299;3;Les Martigues, effet du matin;Oil on canvas;25.5 x 36.5 cm;1907;\N;46
479;301;3;Oliviers au bord de l'Étang de Berre;Oil on canvas;27 x 35 cm;1907;\N;46
480;309;3;Les deux jumeaux à Hendaye;Oil on canvas;54.1 x 65 cm;1907;\N;46
481;310;3;Effet de soleil dans les collines à Fuenterrabía, Espagne;Oil on canvas;54 x 65 cm;1907;\N;46
482;312;3;Bords de la Cure, effet de soleil, le soir;Oil on canvas;65.4 x 80.7 cm;1907;\N;46
483;316;3;Effet d'automne, Yonne;Oil on canvas;38 x 46 cm;1907;\N;46
484;317;3;Bords de l'Yonne en automne, effet de soleil;Oil on canvas;120 x 75 cm;1907;\N;46
485;322;33;Untitled;Etching on paper;24.7 x 16.8 cm;\N;\N;46
486;335;3;Bords de l'Orne à Bénouville;Oil on canvas;54 x 65 cm;1908;\N;46
487;339;3;Effet de soleil par temps d'orage (Larchant);Oil on canvas;81 x 65.1 cm;1908;\N;46
488;341;3;Ruines, effet de soir;Oil on canvas;92 x 73.5 cm;1908;\N;46
489;349;3;Bords du Loing à Moret, effet de soleil;Oil on canvas;81 x 100 cm;1908;\N;46
490;351;3;Bords du Loinf à Saint-Mammès, effet d'automne;Oil on canvas;73.5 x 100 cm;1908;\N;46
491;352;3;Soleil de novembre, effet d'automne;Oil on canvas;81 x 100 cm;1908;\N;46
492;353;3;Effet d'automne, soleil du matin;Oil on canvas;measurements unknown;1908;\N;46
493;354;3;Bords du Loing, Seine et Marne, effet de soleil;Oil on canvas;73 x 92 cm;1908;\N;46
494;355;3;L'église de Montigny, effet d'automne;Oil on canvas;65 x 81 cm;1908;\N;46
495;356;3;Soleil du matin au bord du Loing;Oil on canvas;65 x 92 cm;1908;\N;46
496;357;3;L'église de Montigny, effet de soleil;Oil on canvas;100 x 81 cm;1908;\N;46
497;358;3;Le canal de Moret, effet d'automne;Oil on cardboard (?);45.7 x 61 cm;1908;\N;46
498;359;3;Bords du Loing à Montigny, effet d'automne;Oil on canvas;73 x 92 cm;1908;\N;46
499;360;3;La femme aux mimosas, Saint-Tropez;Oil on canvas;116 x 89 cm;1908;\N;47
500;362;3;Les pommes, nature morte;Oil on canvas;54 x 65.2 cm;1908;\N;47
501;364;3;Untitled;Oil on canvas;90.2 x 116.2 cm;1909;\N;46
502;367;3;Les oranges;Oil on canvas;65 x 92 cm;1909;\N;47
503;368;3;Untitled;Oil on canvas;73 x 60 cm;1909;\N;46
504;370;3;Untitled;Oil on canvas;65 x 54 cm;1909;\N;47
505;371;3;Nature morte;Oil on canvas;50 x 61 cm;1909;\N;46
506;372;3;La Pointe du port, effet de soleil, Saint-Tropez;Oil on canvas;73 x 92 cm;1909;\N;46
507;373;3;Le port de Saint-Tropez, effet de soleil;Oil on canvas;90 x 116 cm;1909;\N;47
508;374;3;Saint-Tropez, effet de soleil;Oil on canvas;81 x 102 cm;1909;\N;46
509;375;3;Saint-Tropez vu de la citadelle;Oil on canvas;73 x 92 cm;1909;\N;46
510;377;3;Le port de Saint-Tropez, temps gris;Oil on canvas;73 x 60 cm;1909;\N;\N
511;378;3;Le port de Saint-Tropez, effet de soir;Oil on canvas;81 x 101 cm;1909;\N;47
512;379;3;Les pins, effet de soleil, Saint-Tropez;Oil on canvas;60 x 73 cm;1909;\N;47
513;390;3;Nature morte;Oil on canvas;73 x 92 cm;1909;\N;47
514;396;3;Bords de la Sédelle;Oil on canvas;69 x 88.5 cm;1909;\N;47
515;415;3;Printemps (?);Oil;Measurements unknown;1911;\N;48
516;416;3;Adam et Ève;Oil on canvas;100 x 81 cm;1911;\N;47
517;418;3;Untitled;Oil on canvas;81 x 100 cm;1911;\N;47
518;419;3;Les cygnes;Oil on canvas;89 x 116 cm;1911;\N;47
519;425;3;Les chevaux;Oil on canvas;73.3 x 92.5 cm;1911;\N;47
520;433;3;Grimaldi après la pluie;Oil on canvas;measurements unknown;\N;\N;48
521;434;3;Souvenirs d'Italie à Grimaldi;Oil on canvas;measurements unknown;\N;\N;\N
522;436;3;Untitled;Oil on canvas;92.5 x 73.4 cm;1912;\N;49
523;437;3;Paris;Oil on canvas;73 x 92 cm;1912;\N;49
524;438;3;Tarentelle;Oil on canvas;73.6 x 92.1 cm;1912;\N;48
525;439;3;Port de Naples;Oil on canvas;91.5 x 73.5 cm;1912;\N;49
526;440;3;Figure triste;Oil on canvas;118 x 119.5 cm;1912;\N;48
527;442;3;La procession, Séville;Oil on canvas;121.9 x 121.9 cm;1912;\N;49
528;443;3;Danses à la source (I);Oil on canvas;120.6 x 120.6 cm;1912;\N;48
529;444;20;Dessin pour un tableau (Danses à la source I);Ink or pencil on paper;measurements unknown;1912;\N;\N
530;445;3;Danses à la source (II);Oil on canvas;251.8 x 248.9 cm;1912;\N;49
531;446;3;Musique de procession;Oil on canvas;measurements unknown;1912;\N;49
532;447;3;La source;Oil on canvas;249.6 x 249.3 cm;1912;\N;49
533;450;3;Procession;Oil on canvas;measurements unknown;1912;\N;48
534;452;20;New York;Watercolour and pencil on paper;75.6 x 55.6 cm;1913;\N;49
535;453;20;New York;Pencil and ink on paper;17.5 x 15.4 cm;1913;\N;49
536;454;20;New York (study for);Ink on paper;measurements unknown;1913;\N;49
537;455;20;Study for a Study of New York (?);Ink and pencil on paper;20 x 25 cm;1913;\N;49
538;456;20;New York;Pencil, watercolour and gouache on paper mounted on cardboard;75 x 54.5 cm;1913;\N;49
539;457;20;New York;Watercolour, gouache, ink, and pencil on paper;55.8 x 75.9 cm;1913;\N;49
540;458;20;New York;Pencil, ink, watercolour, and gouache on paper;55.8 x  x 76 cm;1913;\N;49
541;459;20;New York;Watercolour, gouache, and pencil on paper;55.6 x 75.6 cm;1913;\N;49
542;460;20;La ville de New York aperçue à travers le corps;Watercolour, gouache, ink and pencil on paper;55 x 75 cm;1913;\N;49
543;462;20;Chanson nègre (II);Watercolour and pencil on paper;55.2 x 65.5 cm;1913;\N;49
544;463;20;Chanson nègre (I);Watercolour and pencil on paper;66.3 x 55.9 cm;1913;\N;49
545;464;20;Danseuse étoile et son école de danse;Watercolour and pencil on paper;55.9 x 76.2 cm;1913;\N;48
546;465;20;Danseuse étoile sur un transatlantique;Watercolour and pencil on paper;75 x 55 cm;1913;\N;49
547;466;2;New York;Gouache and pencil on cardboard;55.5 x 75.5 cm;1913;\N;49
548;467;3;Udnie;Oil on canvas;290 x 300 cm;1913;\N;49
549;470;3;Edtaonisl;Oil on canvas;300.4 x 300.7 cm;1913;\N;49
550;471;3;Culture physique;Oil on canvas;89.9 x 116.8 cm;1913;\N;49
551;473;20;Révérences;Pencil and watercolour on composition board;75 x 54.5 cm;1913;\N;49
552;480;1;Force comique;Watercolour, pencil, and ink on paper;63.5 x 52.7 cm;1914;\N;49
553;483;1;Une horrible douleur;Watercolour, ink and pencil on paper;54 x 65 cm;1914;\N;49
554;484;2;Chose admirable à voir;Goauche, watercolour and pencil on paper;55.3 x 66 cm;\N;\N;49
555;489;3;Je revoie en souvenir ma chère Udnie;Oil on canvas;250.2 x 198.8 cm;1914;\N;49
556;490;3;Mariage comique;Oil on canvas;196.5 x 200 cm;1914;\N;49
557;491;3;C'est de moi qu'il s'agit;Oil on canvas;199.8 x 199.2 cm;1914;\N;49
558;8;3;Luci di marzo;Oil on canvas;101 x 158.8 cm;1897;\N;46
559;19;3;Il Pertichino;Oil on canvas;90 x 130 cm\
approximate measurements;1900;\N;46
560;22;3;La Fiera di Parigi - Luna-park;Oil on canvas;65 x 81 cm;1900;\N;46
561;62;3;Ritratto della Contessa Castelnuovo De Luca Cinque;Oil on canvas;measurements unknown;1902;\N;46
562;70;3;Ritratto dello scultore Glicenstein;Oil on canvas;measurements unknown;1903;\N;46
563;78;3;Elisa al cancello;Oil on canvas;125 x 140 cm;1903;\N;46
564;80;3;Fallimento;Oil on canvas;116 x 160 cm;1903;\N;46
565;82;3;Ritratto all'aperto;Oil on canvas;154.5 x 113 cm;1903;\N;46
566;89;3;La giornata dell'operaio;Oil on paper;100 x 135 cm;1904;\N;46
567;98;3;Il proprietario;Oil on canvas;\N;\N;\N;46
568;99;3;Il falegname;Oil on canvas;measurements unknown;1904;\N;46
569;116;3;Maggio;Oil on canvas;74 x 182 cm\
tryptych:\
central panel: 74 x 74 cm\
side panels: 74 x 54 cm each;1906;\N;46
570;120;4;Inverno;Pastel on paper;51 x 150 cm\
tryptych:\
central panel: 51 x 65 cm\
side panels: 51 x 29 cm each;1905;\N;46
571;122;3;La pazza;Oil on canvas;175 x 115 cm;1905;\N;46
572;123;3;I malati;Oil on canvas;175 x 115 cm;1903;\N;46
573;124;3;Il contadino;Oil on canvas;175 x 115 cm;1903;\N;46
574;125;3;Il mendicante;Oil on canvas;175 x 115 cm;1902;\N;46
575;139;3;Ritratto della Signora Pardo con la figlia;Oil on canvas;126 x 88 cm;1905;\N;46
576;150;4;Tronchi di Villa Borghese;Pastel on paper;38.5 x 52 cm;1906;\N;47
577;151;4;Tronchi di Villa Borghese;Pastel on paper;38.5 x 52 cm;1906;\N;46
578;152;4;Villa Borghese;Pastel on paper;38.5 x 53 cm;1906;\N;\N
579;153;4;Villa Borghese;Pastel on paper;38.5 x 53 cm;1906;\N;46
580;175;3;Villa Medici;Oil on canvas;100 x 160 cm;1908;\N;46
581;176;3;Il dubbio;Oil on canvas;67 x 50.5 cm;1908;\N;46
582;177;3;Salutando;Oil on canvas;103.5 x 104.1 cm;1908;\N;46
583;178;4;Compitando;Pastel on paper;60 x 70 cm;1909;\N;46
584;185;3;Dittico di Villa Borghese;Oil on canvas;50 x 164 cm;1910;\N;\N
585;186;3;Dittico di Villa Borghese;Oil on canvas;50 x 164 cm;1910;\N;46
586;188;3;Villa Borghese - Parco dei daini;Oil on canvas;190 x 390 cm;1910;\N;46
587;192;3;Ritratto di Tolstoj;Oil on canvas;\N;1910;\N;46
588;193;3;Ritratto di Ernesto Nathan;Oil on canvas;86 x 95 cm;1910;\N;46
589;194;3;Contadine all'ingresso di una capanna;Oil on cardboard;50 x 70 cm;1910;\N;47
590;195;3;Contadina davanti a due capanne;Oil on cardboard;50 x 70 cm;1910;\N;\N
591;196;3;Affetti;Oil on canvas;115 x 727 cm\
Tryptych:\
left panel: 115x71 cm\
central panel: 115x127 cm\
right panel: 115 x71 cm;1910;\N;46
592;208;3;Lampada ad arco;Oil on canvas;174.7 x 114.7 cm;1909;\N;47
593;241;3;Dinamismo di un cane al guinzaglio;Oil on canvas;90.8 x 110.2 cm;1912;\N;47
